Goal,goal_description,goal_id,Objective,obj_description,obj_id,Technique,tech_description,tech_id,Approach,app_description,app_id
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Provenance Tracking,"Identify and track the provenance of data, software, or hardware elements.",a46
Withstand,Continue essential mission or business functions despite adversity.,g2,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Provenance Tracking,"Identify and track the provenance of data, software, or hardware elements.",a46
Recover,Restore mission or business functions during and after adversity.,g3,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Provenance Tracking,"Identify and track the provenance of data, software, or hardware elements.",a46
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Provenance Tracking,"Identify and track the provenance of data, software, or hardware elements.",a46
Withstand,Continue essential mission or business functions despite adversity.,g2,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Behavior Validation,"Validate the behavior of a system, service, or device against defined or emergent criteria (e.g., requirements, patterns of prior usage).",a47
Recover,Restore mission or business functions during and after adversity.,g3,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Behavior Validation,"Validate the behavior of a system, service, or device against defined or emergent criteria (e.g., requirements, patterns of prior usage).",a47
Withstand,Continue essential mission or business functions despite adversity.,g2,Constrain,Limit damage from adversity.,o4,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Behavior Validation,"Validate the behavior of a system, service, or device against defined or emergent criteria (e.g., requirements, patterns of prior usage).",a47
Recover,Restore mission or business functions during and after adversity.,g3,Constrain,Limit damage from adversity.,o4,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Behavior Validation,"Validate the behavior of a system, service, or device against defined or emergent criteria (e.g., requirements, patterns of prior usage).",a47
Recover,Restore mission or business functions during and after adversity.,g3,Reconstitute,Restore as much mission or business functionality as possible after adversity.,o5,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Behavior Validation,"Validate the behavior of a system, service, or device against defined or emergent criteria (e.g., requirements, patterns of prior usage).",a47
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Behavior Validation,"Validate the behavior of a system, service, or device against defined or emergent criteria (e.g., requirements, patterns of prior usage).",a47
Withstand,Continue essential mission or business functions despite adversity.,g2,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Behavior Validation,"Validate the behavior of a system, service, or device against defined or emergent criteria (e.g., requirements, patterns of prior usage).",a47
Recover,Restore mission or business functions during and after adversity.,g3,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Behavior Validation,"Validate the behavior of a system, service, or device against defined or emergent criteria (e.g., requirements, patterns of prior usage).",a47
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Substantiated Integrity,Ascertain whether critical system elements have been corrupted.,t13,Behavior Validation,"Validate the behavior of a system, service, or device against defined or emergent criteria (e.g., requirements, patterns of prior usage).",a47
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Unpredictability,Make changes randomly or unpredictably.,t14,Temporal Unpredictability,Change behavior or state at times that are determined randomly or by complex functions.,a48
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Unpredictability,Make changes randomly or unpredictably.,t14,Temporal Unpredictability,Change behavior or state at times that are determined randomly or by complex functions.,a48
Withstand,Continue essential mission or business functions despite adversity.,g2,Constrain,Limit damage from adversity.,o4,Unpredictability,Make changes randomly or unpredictably.,t14,Temporal Unpredictability,Change behavior or state at times that are determined randomly or by complex functions.,a48
Recover,Restore mission or business functions during and after adversity.,g3,Constrain,Limit damage from adversity.,o4,Unpredictability,Make changes randomly or unpredictably.,t14,Temporal Unpredictability,Change behavior or state at times that are determined randomly or by complex functions.,a48
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Unpredictability,Make changes randomly or unpredictably.,t14,Contextual Unpredictability,Change behavior or state in ways that are determined randomly or by complex functions.,a49
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Unpredictability,Make changes randomly or unpredictably.,t14,Contextual Unpredictability,Change behavior or state in ways that are determined randomly or by complex functions.,a49
Withstand,Continue essential mission or business functions despite adversity.,g2,Constrain,Limit damage from adversity.,o4,Unpredictability,Make changes randomly or unpredictably.,t14,Contextual Unpredictability,Change behavior or state in ways that are determined randomly or by complex functions.,a49
Recover,Restore mission or business functions during and after adversity.,g3,Constrain,Limit damage from adversity.,o4,Unpredictability,Make changes randomly or unpredictably.,t14,Contextual Unpredictability,Change behavior or state in ways that are determined randomly or by complex functions.,a49
Withstand,Continue essential mission or business functions despite adversity.,g2,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Sensor Fusion and Analysis,"Fuse and analyze monitoring data and analysis results from different information sources or at different times, together with externally provided threat intelligence.",a5
Recover,Restore mission or business functions during and after adversity.,g3,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Sensor Fusion and Analysis,"Fuse and analyze monitoring data and analysis results from different information sources or at different times, together with externally provided threat intelligence.",a5
Withstand,Continue essential mission or business functions despite adversity.,g2,Constrain,Limit damage from adversity.,o4,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Sensor Fusion and Analysis,"Fuse and analyze monitoring data and analysis results from different information sources or at different times, together with externally provided threat intelligence.",a5
Recover,Restore mission or business functions during and after adversity.,g3,Constrain,Limit damage from adversity.,o4,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Sensor Fusion and Analysis,"Fuse and analyze monitoring data and analysis results from different information sources or at different times, together with externally provided threat intelligence.",a5
Recover,Restore mission or business functions during and after adversity.,g3,Reconstitute,Restore as much mission or business functionality as possible after adversity.,o5,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Sensor Fusion and Analysis,"Fuse and analyze monitoring data and analysis results from different information sources or at different times, together with externally provided threat intelligence.",a5
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Sensor Fusion and Analysis,"Fuse and analyze monitoring data and analysis results from different information sources or at different times, together with externally provided threat intelligence.",a5
Withstand,Continue essential mission or business functions despite adversity.,g2,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Sensor Fusion and Analysis,"Fuse and analyze monitoring data and analysis results from different information sources or at different times, together with externally provided threat intelligence.",a5
Recover,Restore mission or business functions during and after adversity.,g3,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Sensor Fusion and Analysis,"Fuse and analyze monitoring data and analysis results from different information sources or at different times, together with externally provided threat intelligence.",a5
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Sensor Fusion and Analysis,"Fuse and analyze monitoring data and analysis results from different information sources or at different times, together with externally provided threat intelligence.",a5
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Evolvability,"Provide mechanisms and structure resources to enable the system to be maintained, modified, extended, or used in new ways without increasing security or mission risk.",a52
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Evolvability,"Provide mechanisms and structure resources to enable the system to be maintained, modified, extended, or used in new ways without increasing security or mission risk.",a52
Recover,Restore mission or business functions during and after adversity.,g3,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Evolvability,"Provide mechanisms and structure resources to enable the system to be maintained, modified, extended, or used in new ways without increasing security or mission risk.",a52
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Evolvability,"Provide mechanisms and structure resources to enable the system to be maintained, modified, extended, or used in new ways without increasing security or mission risk.",a52
Recover,Restore mission or business functions during and after adversity.,g3,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Evolvability,"Provide mechanisms and structure resources to enable the system to be maintained, modified, extended, or used in new ways without increasing security or mission risk.",a52
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Realignment,Align system resources with core aspects of organizational missions or business functions.,t10,Evolvability,"Provide mechanisms and structure resources to enable the system to be maintained, modified, extended, or used in new ways without increasing security or mission risk.",a52
Withstand,Continue essential mission or business functions despite adversity.,g2,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Forensic and Behavioral Analysis,"Analyze adversary TTPs, including observed behavior as well as malware and other artifacts left behind by adverse events.",a6
Recover,Restore mission or business functions during and after adversity.,g3,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Forensic and Behavioral Analysis,"Analyze adversary TTPs, including observed behavior as well as malware and other artifacts left behind by adverse events.",a6
Withstand,Continue essential mission or business functions despite adversity.,g2,Constrain,Limit damage from adversity.,o4,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Forensic and Behavioral Analysis,"Analyze adversary TTPs, including observed behavior as well as malware and other artifacts left behind by adverse events.",a6
Recover,Restore mission or business functions during and after adversity.,g3,Constrain,Limit damage from adversity.,o4,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Forensic and Behavioral Analysis,"Analyze adversary TTPs, including observed behavior as well as malware and other artifacts left behind by adverse events.",a6
Recover,Restore mission or business functions during and after adversity.,g3,Reconstitute,Restore as much mission or business functionality as possible after adversity.,o5,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Forensic and Behavioral Analysis,"Analyze adversary TTPs, including observed behavior as well as malware and other artifacts left behind by adverse events.",a6
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Forensic and Behavioral Analysis,"Analyze adversary TTPs, including observed behavior as well as malware and other artifacts left behind by adverse events.",a6
Withstand,Continue essential mission or business functions despite adversity.,g2,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Forensic and Behavioral Analysis,"Analyze adversary TTPs, including observed behavior as well as malware and other artifacts left behind by adverse events.",a6
Recover,Restore mission or business functions during and after adversity.,g3,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Forensic and Behavioral Analysis,"Analyze adversary TTPs, including observed behavior as well as malware and other artifacts left behind by adverse events.",a6
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Analytic Monitoring,Monitor and analyze a wide range of properties and behaviors on an ongoing basis and in a coordinated way.,t2,Forensic and Behavioral Analysis,"Analyze adversary TTPs, including observed behavior as well as malware and other artifacts left behind by adverse events.",a6
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Withstand,Continue essential mission or business functions despite adversity.,g2,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Recover,Restore mission or business functions during and after adversity.,g3,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Withstand,Continue essential mission or business functions despite adversity.,g2,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Recover,Restore mission or business functions during and after adversity.,g3,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Recover,Restore mission or business functions during and after adversity.,g3,Reconstitute,Restore as much mission or business functionality as possible after adversity.,o5,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Withstand,Continue essential mission or business functions despite adversity.,g2,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Recover,Restore mission or business functions during and after adversity.,g3,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Recover,Restore mission or business functions during and after adversity.,g3,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Recover,Restore mission or business functions during and after adversity.,g3,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Calibrated Defense-in-Depth,"Provide complementary protective mechanisms at different architectural layers or in different locations, calibrating the strength and number of mechanisms to resource value.",a7
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Withstand,Continue essential mission or business functions despite adversity.,g2,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Recover,Restore mission or business functions during and after adversity.,g3,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Withstand,Continue essential mission or business functions despite adversity.,g2,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Recover,Restore mission or business functions during and after adversity.,g3,Continue,Maximize the duration and viability of essential mission or business functions during adversity.,o3,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Recover,Restore mission or business functions during and after adversity.,g3,Reconstitute,Restore as much mission or business functionality as possible after adversity.,o5,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Withstand,Continue essential mission or business functions despite adversity.,g2,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Recover,Restore mission or business functions during and after adversity.,g3,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Understand,Maintain useful representations of mission and business dependencies and the status of resources with respect to possible adversity.,o6,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Recover,Restore mission or business functions during and after adversity.,g3,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Transform,Modify mission or business functions and supporting processes to handle adversity and address environmental changes more effectively.,o7,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Recover,Restore mission or business functions during and after adversity.,g3,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Re-Architect,Modify architectures to handle adversity and address environmental changes more effectively.,o8,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Consistency Analysis,"Determine whether and how protections can be applied in a coordinated, consistent way that minimizes interference, potential cascading failures, or coverage gaps.",a8
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Orchestration,"Coordinate the ongoing behavior of mechanisms and processes at different layers, in different locations, or implemented for different aspects of trustworthiness to avoid causing cascading failures, interference, or coverage gaps.",a9
Withstand,Continue essential mission or business functions despite adversity.,g2,Prevent or Avoid,Preclude the successful execution of an attack or the realization of adverse conditions.,o1,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Orchestration,"Coordinate the ongoing behavior of mechanisms and processes at different layers, in different locations, or implemented for different aspects of trustworthiness to avoid causing cascading failures, interference, or coverage gaps.",a9
Anticipate,Maintain a state of informed preparedness for adversity.,g1,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Orchestration,"Coordinate the ongoing behavior of mechanisms and processes at different layers, in different locations, or implemented for different aspects of trustworthiness to avoid causing cascading failures, interference, or coverage gaps.",a9
Withstand,Continue essential mission or business functions despite adversity.,g2,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Orchestration,"Coordinate the ongoing behavior of mechanisms and processes at different layers, in different locations, or implemented for different aspects of trustworthiness to avoid causing cascading failures, interference, or coverage gaps.",a9
Recover,Restore mission or business functions during and after adversity.,g3,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Orchestration,"Coordinate the ongoing behavior of mechanisms and processes at different layers, in different locations, or implemented for different aspects of trustworthiness to avoid causing cascading failures, interference, or coverage gaps.",a9
Adapt,"Modify mission or business functions and/or supporting capabilities to predicted changes in the technical, operational, or threat environments.",g4,Prepare,Maintain a set of realistic courses of action that address predicted or anticipated adversity.,o2,Coordinated Protection,Ensure that protection mechanisms operate in a coordinated and effective manner.,t3,Orchestration,"Coordinate the ongoing behavior of mechanisms and processes at different layers, in different locations, or implemented for different aspects of trustworthiness to avoid causing cascading failures, interference, or coverage gaps.",a9
